Close,High,Low,Transactions,Open,Timestamp,Volume,ticker,date,time,answer
3781.35,3800.0,3770.09,14534,3772.64,2019-01-02 08:00:00,2216.579225,BTCUSDT.csv,2019-01-02,08:00:00,3775.0
3775.0,3786.24,3770.0,8460,3780.81,2019-01-02 09:00:00,1483.627847,BTCUSDT.csv,2019-01-02,09:00:00,3788.0
3788.0,3794.4,3770.03,8212,3773.84,2019-01-02 10:00:00,1117.136593,BTCUSDT.csv,2019-01-02,10:00:00,3787.97
3787.97,3803.68,3777.82,8936,3788.22,2019-01-02 11:00:00,1395.941655,BTCUSDT.csv,2019-01-02,11:00:00,3792.51
3792.51,3793.72,3778.23,7319,3788.81,2019-01-02 12:00:00,1179.766158,BTCUSDT.csv,2019-01-02,12:00:00,3825.65
3825.65,3839.63,3790.82,13833,3793.12,2019-01-02 13:00:00,2589.868431,BTCUSDT.csv,2019-01-02,13:00:00,3811.24
3811.24,3834.26,3796.51,10957,3825.19,2019-01-02 14:00:00,2325.654093,BTCUSDT.csv,2019-01-02,14:00:00,3801.28
3801.28,3815.0,3785.75,8568,3812.17,2019-01-02 15:00:00,1359.581327,BTCUSDT.csv,2019-01-02,15:00:00,3824.89
3824.89,3865.72,3795.0,13610,3802.61,2019-01-02 16:00:00,2696.187308,BTCUSDT.csv,2019-01-02,16:00:00,3822.6
3822.6,3845.78,3811.01,10875,3824.89,2019-01-02 17:00:00,2166.328561,BTCUSDT.csv,2019-01-02,17:00:00,3828.87
3828.87,3833.0,3807.0,7991,3822.62,2019-01-02 18:00:00,1203.590309,BTCUSDT.csv,2019-01-02,18:00:00,3824.98
3824.98,3830.19,3801.14,7408,3827.22,2019-01-02 19:00:00,921.475994,BTCUSDT.csv,2019-01-02,19:00:00,3849.0
3849.0,3854.35,3812.34,8878,3824.98,2019-01-02 20:00:00,1189.427606,BTCUSDT.csv,2019-01-02,20:00:00,3856.68
3856.68,3876.0,3830.06,10829,3849.27,2019-01-02 21:00:00,1770.790639,BTCUSDT.csv,2019-01-02,21:00:00,3862.12
3862.12,3876.0,3842.46,9604,3857.36,2019-01-02 22:00:00,1464.303496,BTCUSDT.csv,2019-01-02,22:00:00,3858.56
3858.56,3882.14,3851.0,13167,3861.62,2019-01-02 23:00:00,2159.806511,BTCUSDT.csv,2019-01-02,23:00:00,3830.78
3830.78,3862.74,3828.7,10950,3857.57,2019-01-03 00:00:00,1754.761595,BTCUSDT.csv,2019-01-03,00:00:00,3835.96
3835.96,3843.24,3821.14,8772,3830.76,2019-01-03 01:00:00,1334.960909,BTCUSDT.csv,2019-01-03,01:00:00,3833.47
3833.47,3844.99,3825.85,6739,3835.96,2019-01-03 02:00:00,651.947136,BTCUSDT.csv,2019-01-03,02:00:00,3841.83
3841.83,3847.05,3832.0,5844,3833.69,2019-01-03 03:00:00,732.021603,BTCUSDT.csv,2019-01-03,03:00:00,3834.59
3834.59,3850.0,3833.7,6780,3841.83,2019-01-03 04:00:00,649.628917,BTCUSDT.csv,2019-01-03,04:00:00,3824.38
3824.38,3840.31,3805.0,8434,3834.7,2019-01-03 05:00:00,1094.336108,BTCUSDT.csv,2019-01-03,05:00:00,3820.53
3820.53,3829.89,3813.62,5998,3824.38,2019-01-03 06:00:00,774.978958,BTCUSDT.csv,2019-01-03,06:00:00,3828.88
3828.88,3837.52,3820.39,6167,3821.81,2019-01-03 07:00:00,706.28305,BTCUSDT.csv,2019-01-03,07:00:00,3805.0
3805.0,3832.83,3796.0,9444,3828.88,2019-01-03 08:00:00,1539.518737,BTCUSDT.csv,2019-01-03,08:00:00,3805.81
3805.81,3814.96,3783.0,9241,3805.85,2019-01-03 09:00:00,1663.638855,BTCUSDT.csv,2019-01-03,09:00:00,3811.52
3811.52,3819.0,3804.07,7503,3806.13,2019-01-03 10:00:00,1319.359017,BTCUSDT.csv,2019-01-03,10:00:00,3804.0
3804.0,3813.51,3787.29,9476,3810.61,2019-01-03 11:00:00,1649.230215,BTCUSDT.csv,2019-01-03,11:00:00,3818.02
3818.02,3823.0,3795.33,8013,3803.31,2019-01-03 12:00:00,1243.81332,BTCUSDT.csv,2019-01-03,12:00:00,3817.36
3817.36,3822.0,3809.35,7143,3817.17,2019-01-03 13:00:00,1097.353713,BTCUSDT.csv,2019-01-03,13:00:00,3796.7
3796.7,3817.37,3790.04,8096,3816.64,2019-01-03 14:00:00,1187.831704,BTCUSDT.csv,2019-01-03,14:00:00,3806.7
3806.7,3811.89,3785.32,8750,3796.79,2019-01-03 15:00:00,1340.266726,BTCUSDT.csv,2019-01-03,15:00:00,3738.0
3738.0,3807.75,3730.0,17730,3807.37,2019-01-03 16:00:00,3271.17214,BTCUSDT.csv,2019-01-03,16:00:00,3748.46
3748.46,3762.04,3732.19,10742,3738.71,2019-01-03 17:00:00,2025.998359,BTCUSDT.csv,2019-01-03,17:00:00,3757.89
3757.89,3759.33,3738.0,7826,3748.46,2019-01-03 18:00:00,1021.63925,BTCUSDT.csv,2019-01-03,18:00:00,3756.0
3756.0,3763.71,3740.11,7287,3757.58,2019-01-03 19:00:00,771.584632,BTCUSDT.csv,2019-01-03,19:00:00,3780.03
3780.03,3782.25,3752.37,7727,3756.0,2019-01-03 20:00:00,760.416581,BTCUSDT.csv,2019-01-03,20:00:00,3771.26
3771.26,3782.69,3768.23,8162,3779.99,2019-01-03 21:00:00,1333.486625,BTCUSDT.csv,2019-01-03,21:00:00,3773.79
3773.79,3781.4,3757.14,7005,3771.27,2019-01-03 22:00:00,959.792717,BTCUSDT.csv,2019-01-03,22:00:00,3766.78
3766.78,3775.53,3757.87,5983,3773.42,2019-01-03 23:00:00,522.927492,BTCUSDT.csv,2019-01-03,23:00:00,3750.3
3750.3,3767.21,3730.0,8434,3767.2,2019-01-04 00:00:00,1249.546728,BTCUSDT.csv,2019-01-04,00:00:00,3766.23
3766.23,3776.89,3749.67,6626,3750.53,2019-01-04 01:00:00,793.94147,BTCUSDT.csv,2019-01-04,01:00:00,3758.65
3758.65,3766.48,3750.41,5558,3765.67,2019-01-04 02:00:00,583.328094,BTCUSDT.csv,2019-01-04,02:00:00,3780.04
3780.04,3787.65,3752.41,6996,3759.33,2019-01-04 03:00:00,981.911562,BTCUSDT.csv,2019-01-04,03:00:00,3775.33
3775.33,3793.0,3761.94,7862,3780.04,2019-01-04 04:00:00,1290.111753,BTCUSDT.csv,2019-01-04,04:00:00,3779.9
3779.9,3788.53,3764.37,7572,3776.18,2019-01-04 05:00:00,982.013535,BTCUSDT.csv,2019-01-04,05:00:00,3783.02
3783.02,3797.52,3775.92,8777,3779.9,2019-01-04 06:00:00,1406.840685,BTCUSDT.csv,2019-01-04,06:00:00,3783.28
3783.28,3800.0,3779.54,7955,3783.34,2019-01-04 07:00:00,1150.958402,BTCUSDT.csv,2019-01-04,07:00:00,3771.34
3771.34,3800.0,3766.75,8513,3783.28,2019-01-04 08:00:00,1487.042166,BTCUSDT.csv,2019-01-04,08:00:00,3764.35
3764.35,3789.9,3757.0,8151,3771.35,2019-01-04 09:00:00,1358.102238,BTCUSDT.csv,2019-01-04,09:00:00,3775.48
3775.48,3777.16,3756.48,6519,3764.03,2019-01-04 10:00:00,849.648521,BTCUSDT.csv,2019-01-04,10:00:00,3757.55
3757.55,3777.77,3752.0,6642,3775.46,2019-01-04 11:00:00,926.726488,BTCUSDT.csv,2019-01-04,11:00:00,3755.52
3755.52,3765.0,3739.0,8272,3754.05,2019-01-04 12:00:00,1467.234732,BTCUSDT.csv,2019-01-04,12:00:00,3744.0
3744.0,3757.52,3742.08,7654,3755.95,2019-01-04 13:00:00,1476.93285,BTCUSDT.csv,2019-01-04,13:00:00,3717.14
3717.14,3751.94,3703.62,13205,3744.62,2019-01-04 14:00:00,2731.97833,BTCUSDT.csv,2019-01-04,14:00:00,3725.28
3725.28,3728.59,3703.57,10016,3715.58,2019-01-04 15:00:00,1424.786802,BTCUSDT.csv,2019-01-04,15:00:00,3747.5
3747.5,3754.0,3717.3,8787,3725.3,2019-01-04 16:00:00,1245.430684,BTCUSDT.csv,2019-01-04,16:00:00,3745.22
3745.22,3749.5,3735.03,7335,3747.5,2019-01-04 17:00:00,929.209102,BTCUSDT.csv,2019-01-04,17:00:00,3730.0
3730.0,3745.96,3726.99,6447,3745.43,2019-01-04 18:00:00,828.895917,BTCUSDT.csv,2019-01-04,18:00:00,3739.53
3739.53,3746.59,3729.02,7213,3730.41,2019-01-04 19:00:00,822.286715,BTCUSDT.csv,2019-01-04,19:00:00,3764.24
3764.24,3786.0,3733.46,8595,3739.74,2019-01-04 20:00:00,1359.295482,BTCUSDT.csv,2019-01-04,20:00:00,3802.36
3802.36,3823.64,3760.21,11981,3762.36,2019-01-04 21:00:00,2242.107164,BTCUSDT.csv,2019-01-04,21:00:00,3790.98
3790.98,3816.18,3778.51,7604,3802.59,2019-01-04 22:00:00,1203.466166,BTCUSDT.csv,2019-01-04,22:00:00,3792.01
3792.01,3800.98,3787.57,5518,3792.35,2019-01-04 23:00:00,727.759085,BTCUSDT.csv,2019-01-04,23:00:00,3811.76
3811.76,3838.7,3788.97,11929,3790.09,2019-01-05 00:00:00,2440.690197,BTCUSDT.csv,2019-01-05,00:00:00,3803.58
3803.58,3827.41,3783.25,9651,3811.79,2019-01-05 01:00:00,2262.749078,BTCUSDT.csv,2019-01-05,01:00:00,3811.88
3811.88,3820.13,3802.43,8757,3803.56,2019-01-05 02:00:00,1318.638944,BTCUSDT.csv,2019-01-05,02:00:00,3815.0
3815.0,3822.27,3803.25,6751,3813.16,2019-01-05 03:00:00,1107.479271,BTCUSDT.csv,2019-01-05,03:00:00,3815.72
3815.72,3826.39,3812.09,8236,3815.35,2019-01-05 04:00:00,1224.004168,BTCUSDT.csv,2019-01-05,04:00:00,3834.01
3834.01,3840.99,3815.72,9064,3815.72,2019-01-05 05:00:00,1477.733328,BTCUSDT.csv,2019-01-05,05:00:00,3799.45
3799.45,3835.08,3792.0,10439,3834.01,2019-01-05 06:00:00,2015.473573,BTCUSDT.csv,2019-01-05,06:00:00,3785.15
3785.15,3804.99,3780.13,6994,3799.71,2019-01-05 07:00:00,956.110214,BTCUSDT.csv,2019-01-05,07:00:00,3793.56
3793.56,3798.84,3783.76,6614,3784.37,2019-01-05 08:00:00,614.93263,BTCUSDT.csv,2019-01-05,08:00:00,3790.36
3790.36,3796.94,3787.03,6218,3793.01,2019-01-05 09:00:00,658.552407,BTCUSDT.csv,2019-01-05,09:00:00,3787.94
3787.94,3793.81,3770.0,8611,3789.72,2019-01-05 10:00:00,955.933711,BTCUSDT.csv,2019-01-05,10:00:00,3801.26
3801.26,3812.63,3787.53,7419,3788.79,2019-01-05 11:00:00,859.398176,BTCUSDT.csv,2019-01-05,11:00:00,3802.47
3802.47,3811.98,3796.35,8052,3801.03,2019-01-05 12:00:00,964.382953,BTCUSDT.csv,2019-01-05,12:00:00,3793.84
3793.84,3802.74,3782.0,9486,3801.79,2019-01-05 13:00:00,1386.14167,BTCUSDT.csv,2019-01-05,13:00:00,3787.45
3787.45,3794.89,3778.01,8245,3793.83,2019-01-05 14:00:00,1333.232982,BTCUSDT.csv,2019-01-05,14:00:00,3785.58
3785.58,3814.0,3785.02,11614,3787.55,2019-01-05 15:00:00,1807.063707,BTCUSDT.csv,2019-01-05,15:00:00,3797.19
3797.19,3805.0,3775.0,10590,3785.58,2019-01-05 16:00:00,1663.60144,BTCUSDT.csv,2019-01-05,16:00:00,3801.36
3801.36,3807.99,3795.82,7395,3797.0,2019-01-05 17:00:00,1004.571073,BTCUSDT.csv,2019-01-05,17:00:00,3809.02
3809.02,3818.51,3798.26,7846,3801.52,2019-01-05 18:00:00,1159.90149,BTCUSDT.csv,2019-01-05,18:00:00,3810.98
3810.98,3820.0,3798.19,7098,3810.0,2019-01-05 19:00:00,868.144392,BTCUSDT.csv,2019-01-05,19:00:00,3803.68
3803.68,3812.36,3800.0,5603,3810.89,2019-01-05 20:00:00,514.185341,BTCUSDT.csv,2019-01-05,20:00:00,3806.57
3806.57,3812.5,3799.0,5755,3804.95,2019-01-05 21:00:00,493.090412,BTCUSDT.csv,2019-01-05,21:00:00,3786.62
3786.62,3810.2,3751.0,14250,3806.33,2019-01-05 22:00:00,2574.917606,BTCUSDT.csv,2019-01-05,22:00:00,3770.96
3770.96,3786.63,3766.14,7056,3786.62,2019-01-05 23:00:00,829.738988,BTCUSDT.csv,2019-01-05,23:00:00,3786.76
3786.76,3792.12,3761.6,7432,3771.12,2019-01-06 00:00:00,964.564428,BTCUSDT.csv,2019-01-06,00:00:00,3765.65
3765.65,3791.98,3761.15,7556,3786.86,2019-01-06 01:00:00,1065.356514,BTCUSDT.csv,2019-01-06,01:00:00,3771.82
3771.82,3775.01,3740.0,9536,3765.65,2019-01-06 02:00:00,1629.662522,BTCUSDT.csv,2019-01-06,02:00:00,3771.15
3771.15,3778.13,3765.49,5462,3771.57,2019-01-06 03:00:00,575.947111,BTCUSDT.csv,2019-01-06,03:00:00,3767.9
3767.9,3776.86,3760.58,5306,3771.7,2019-01-06 04:00:00,648.534626,BTCUSDT.csv,2019-01-06,04:00:00,3777.75
3777.75,3783.55,3764.43,5747,3768.13,2019-01-06 05:00:00,586.813576,BTCUSDT.csv,2019-01-06,05:00:00,3772.22
3772.22,3779.76,3772.14,4439,3778.38,2019-01-06 06:00:00,330.386704,BTCUSDT.csv,2019-01-06,06:00:00,3767.94
3767.94,3775.11,3760.0,6437,3772.34,2019-01-06 07:00:00,656.498524,BTCUSDT.csv,2019-01-06,07:00:00,3772.88
3772.88,3773.32,3761.81,5108,3768.11,2019-01-06 08:00:00,569.315529,BTCUSDT.csv,2019-01-06,08:00:00,3771.3
3771.3,3782.56,3770.93,5939,3772.77,2019-01-06 09:00:00,821.586998,BTCUSDT.csv,2019-01-06,09:00:00,3796.99
3796.99,3812.02,3770.93,8965,3771.3,2019-01-06 10:00:00,1745.968805,BTCUSDT.csv,2019-01-06,10:00:00,3814.24
3814.24,3820.82,3796.42,9592,3796.42,2019-01-06 11:00:00,1851.631122,BTCUSDT.csv,2019-01-06,11:00:00,3790.81
3790.81,3820.41,3787.07,8532,3814.23,2019-01-06 12:00:00,1358.359908,BTCUSDT.csv,2019-01-06,12:00:00,3798.61
3798.61,3808.31,3785.0,6255,3791.12,2019-01-06 13:00:00,839.147623,BTCUSDT.csv,2019-01-06,13:00:00,3801.35
3801.35,3805.0,3791.0,6156,3800.0,2019-01-06 14:00:00,900.376637,BTCUSDT.csv,2019-01-06,14:00:00,3806.82
3806.82,3824.99,3800.24,10033,3802.0,2019-01-06 15:00:00,1551.907518,BTCUSDT.csv,2019-01-06,15:00:00,3813.39
3813.39,3814.99,3800.31,7232,3806.91,2019-01-06 16:00:00,916.842816,BTCUSDT.csv,2019-01-06,16:00:00,4007.11
4007.11,4025.0,3813.39,44797,3813.39,2019-01-06 17:00:00,8255.228309,BTCUSDT.csv,2019-01-06,17:00:00,3989.09
3989.09,4027.71,3972.71,19612,4007.13,2019-01-06 18:00:00,3032.692339,BTCUSDT.csv,2019-01-06,18:00:00,4002.46
4002.46,4013.0,3989.12,12730,3990.0,2019-01-06 19:00:00,2004.541875,BTCUSDT.csv,2019-01-06,19:00:00,3977.16
3977.16,4015.0,3967.01,11913,4001.41,2019-01-06 20:00:00,1848.30919,BTCUSDT.csv,2019-01-06,20:00:00,3967.49
3967.49,3985.69,3953.53,13209,3980.57,2019-01-06 21:00:00,2190.129871,BTCUSDT.csv,2019-01-06,21:00:00,3970.36
3970.36,3988.0,3965.42,9036,3967.49,2019-01-06 22:00:00,977.128225,BTCUSDT.csv,2019-01-06,22:00:00,3987.6
3987.6,4009.63,3970.79,9472,3970.99,2019-01-06 23:00:00,1232.875939,BTCUSDT.csv,2019-01-06,23:00:00,4008.05
4008.05,4017.9,3986.41,10271,3987.62,2019-01-07 00:00:00,1506.176402,BTCUSDT.csv,2019-01-07,00:00:00,3984.28
3984.28,4009.84,3972.06,10628,4008.88,2019-01-07 01:00:00,1753.09007,BTCUSDT.csv,2019-01-07,01:00:00,3987.2
3987.2,3987.2,3970.03,8614,3984.02,2019-01-07 02:00:00,1289.863277,BTCUSDT.csv,2019-01-07,02:00:00,3992.26
3992.26,3996.97,3983.03,7321,3987.04,2019-01-07 03:00:00,815.622544,BTCUSDT.csv,2019-01-07,03:00:00,3988.72
3988.72,3996.06,3986.4,6443,3991.69,2019-01-07 04:00:00,648.232107,BTCUSDT.csv,2019-01-07,04:00:00,3994.96
3994.96,3996.08,3980.08,6484,3987.89,2019-01-07 05:00:00,732.657805,BTCUSDT.csv,2019-01-07,05:00:00,3990.78
3990.78,4001.77,3982.61,7383,3993.82,2019-01-07 06:00:00,1105.659213,BTCUSDT.csv,2019-01-07,06:00:00,4001.0
4001.0,4001.21,3988.0,7863,3990.76,2019-01-07 07:00:00,1113.761223,BTCUSDT.csv,2019-01-07,07:00:00,4007.7
4007.7,4015.0,3990.0,10398,4001.02,2019-01-07 08:00:00,2023.90655,BTCUSDT.csv,2019-01-07,08:00:00,3957.01
3957.01,4010.67,3921.53,19703,4007.68,2019-01-07 09:00:00,4055.909859,BTCUSDT.csv,2019-01-07,09:00:00,3959.35
3959.35,3997.0,3955.5,12297,3957.01,2019-01-07 10:00:00,2001.424162,BTCUSDT.csv,2019-01-07,10:00:00,3976.76
3976.76,3976.9,3952.07,7692,3959.35,2019-01-07 11:00:00,975.349508,BTCUSDT.csv,2019-01-07,11:00:00,3956.87
3956.87,3978.0,3955.02,8453,3976.78,2019-01-07 12:00:00,881.119979,BTCUSDT.csv,2019-01-07,12:00:00,3980.26
3980.26,3982.96,3955.02,8071,3956.87,2019-01-07 13:00:00,849.436031,BTCUSDT.csv,2019-01-07,13:00:00,3985.46
3985.46,4000.0,3975.8,9416,3980.98,2019-01-07 14:00:00,1168.983601,BTCUSDT.csv,2019-01-07,14:00:00,3969.91
3969.91,3990.0,3964.49,9238,3985.48,2019-01-07 15:00:00,1269.785993,BTCUSDT.csv,2019-01-07,15:00:00,3978.96
3978.96,3985.98,3965.0,9127,3969.91,2019-01-07 16:00:00,1225.540906,BTCUSDT.csv,2019-01-07,16:00:00,3979.34
3979.34,3989.18,3941.0,12430,3978.96,2019-01-07 17:00:00,2244.208569,BTCUSDT.csv,2019-01-07,17:00:00,3977.89
3977.89,3994.98,3976.0,9216,3979.34,2019-01-07 18:00:00,1326.024328,BTCUSDT.csv,2019-01-07,18:00:00,3988.52
3988.52,3989.35,3974.31,7383,3977.0,2019-01-07 19:00:00,906.537352,BTCUSDT.csv,2019-01-07,19:00:00,3970.96
3970.96,3988.74,3961.0,9232,3987.71,2019-01-07 20:00:00,1272.856043,BTCUSDT.csv,2019-01-07,20:00:00,3971.98
3971.98,3981.25,3967.0,6775,3969.88,2019-01-07 21:00:00,776.604485,BTCUSDT.csv,2019-01-07,21:00:00,3964.81
3964.81,3975.35,3951.55,9750,3971.99,2019-01-07 22:00:00,1130.427113,BTCUSDT.csv,2019-01-07,22:00:00,3975.45
3975.45,3978.97,3954.19,7031,3965.61,2019-01-07 23:00:00,796.669144,BTCUSDT.csv,2019-01-07,23:00:00,3981.12
3981.12,3989.0,3973.79,7707,3976.76,2019-01-08 00:00:00,930.173886,BTCUSDT.csv,2019-01-08,00:00:00,3961.03
3961.03,3982.1,3960.0,6936,3981.12,2019-01-08 01:00:00,965.357437,BTCUSDT.csv,2019-01-08,01:00:00,3949.16
3949.16,3966.39,3922.0,12229,3961.53,2019-01-08 02:00:00,2296.01163,BTCUSDT.csv,2019-01-08,02:00:00,3945.61
3945.61,3957.49,3942.0,7703,3949.0,2019-01-08 03:00:00,1034.499947,BTCUSDT.csv,2019-01-08,03:00:00,3944.88
3944.88,3947.62,3936.26,7986,3944.94,2019-01-08 04:00:00,1460.014763,BTCUSDT.csv,2019-01-08,04:00:00,3950.49
3950.49,3952.54,3939.81,6631,3943.86,2019-01-08 05:00:00,1002.696468,BTCUSDT.csv,2019-01-08,05:00:00,3958.56
3958.56,3965.66,3940.0,7439,3950.49,2019-01-08 06:00:00,1044.670249,BTCUSDT.csv,2019-01-08,06:00:00,3953.6
3953.6,3968.42,3946.09,7134,3959.59,2019-01-08 07:00:00,1038.145484,BTCUSDT.csv,2019-01-08,07:00:00,3960.64
3960.64,3974.2,3948.75,8649,3953.14,2019-01-08 08:00:00,1238.26706,BTCUSDT.csv,2019-01-08,08:00:00,3973.62
3973.62,3982.0,3958.48,12239,3960.67,2019-01-08 09:00:00,1716.901261,BTCUSDT.csv,2019-01-08,09:00:00,3980.69
3980.69,3982.25,3964.0,9123,3972.12,2019-01-08 10:00:00,1303.373959,BTCUSDT.csv,2019-01-08,10:00:00,4001.59
4001.59,4018.0,3967.93,12727,3981.81,2019-01-08 11:00:00,2222.315967,BTCUSDT.csv,2019-01-08,11:00:00,3988.83
3988.83,4007.0,3988.64,9735,4002.32,2019-01-08 12:00:00,1582.579228,BTCUSDT.csv,2019-01-08,12:00:00,4026.72
4026.72,4039.0,3988.83,15447,3989.16,2019-01-08 13:00:00,2585.67229,BTCUSDT.csv,2019-01-08,13:00:00,4008.81
4008.81,4028.19,4002.76,13184,4027.3,2019-01-08 14:00:00,2165.90347,BTCUSDT.csv,2019-01-08,14:00:00,4000.48
4000.48,4069.8,3981.0,20635,4008.81,2019-01-08 15:00:00,4677.308972,BTCUSDT.csv,2019-01-08,15:00:00,3968.77
3968.77,4007.84,3938.82,17807,4002.04,2019-01-08 16:00:00,3645.257845,BTCUSDT.csv,2019-01-08,16:00:00,3962.0
3962.0,3984.4,3956.0,9662,3970.76,2019-01-08 17:00:00,1615.968972,BTCUSDT.csv,2019-01-08,17:00:00,3968.46
3968.46,3977.06,3954.0,7840,3962.0,2019-01-08 18:00:00,892.064159,BTCUSDT.csv,2019-01-08,18:00:00,3976.12
3976.12,3983.0,3957.93,7803,3969.42,2019-01-08 19:00:00,906.055119,BTCUSDT.csv,2019-01-08,19:00:00,3965.4
3965.4,3985.8,3965.4,7311,3976.11,2019-01-08 20:00:00,771.559473,BTCUSDT.csv,2019-01-08,20:00:00,3963.23
3963.23,3976.46,3960.9,7048,3965.4,2019-01-08 21:00:00,682.332459,BTCUSDT.csv,2019-01-08,21:00:00,3967.83
3967.83,3968.47,3952.3,7129,3963.34,2019-01-08 22:00:00,607.332968,BTCUSDT.csv,2019-01-08,22:00:00,3955.13
3955.13,3971.4,3903.0,12794,3967.83,2019-01-08 23:00:00,2516.960056,BTCUSDT.csv,2019-01-08,23:00:00,3955.73
3955.73,3970.47,3930.04,10271,3955.45,2019-01-09 00:00:00,1725.742603,BTCUSDT.csv,2019-01-09,00:00:00,3986.0
3986.0,3997.74,3936.26,12935,3955.76,2019-01-09 01:00:00,2380.545266,BTCUSDT.csv,2019-01-09,01:00:00,3980.64
3980.64,3999.89,3977.3,9793,3985.74,2019-01-09 02:00:00,1439.526341,BTCUSDT.csv,2019-01-09,02:00:00,3981.03
3981.03,3992.75,3977.42,8864,3981.89,2019-01-09 03:00:00,986.812642,BTCUSDT.csv,2019-01-09,03:00:00,3994.0
3994.0,4002.0,3981.03,8104,3981.98,2019-01-09 04:00:00,928.313063,BTCUSDT.csv,2019-01-09,04:00:00,3987.98
